"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"framecolor_R";"error_R";"prolific";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"MH1";"BRAC2_horiAL_1st300";3;5;628,000000000233;"L";"1";0;NA;"L";"black";"blue";"magnit";2;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;6;559;"A";"1";0;NA;"A";"black";"blue";"magnit";7;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;7;841;"A";"1";0;NA;"A";"black";"red";"parity";2;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;8;461;"L";"1";0;NA;"L";"black";"blue";"magnit";3;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;9;656;"L";"1";0;NA;"L";"black";"red";"parity";9;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;10;784;"L";"1";0;NA;"L";"black";"red";"parity";7;"0";"0";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;11;504;"A";"1";0;NA;"A";"black";"red";"magnit";9;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;12;473;"L";"1";0;NA;"L";"black";"blue";"parity";7;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;13;579;"A";"1";0;NA;"A";"black";"red";"parity";6;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;14;560;"L";"1";0;NA;"L";"black";"blue";"parity";7;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;15;577;"L";"1";0;NA;"L";"black";"red";"parity";1;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;16;611,999999999767;"L";"1";0;NA;"L";"black";"red";"parity";3;"0";"0";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;17;616;"L";"1";0;NA;"L";"black";"red";"magnit";4;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;18;613;"L";"1";0;NA;"L";"black";"red";"parity";7;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;19;812;"L";"1";0;NA;"L";"black";"blue";"parity";3;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;20;522,999999999767;"L";"1";0;NA;"L";"black";"blue";"parity";1;"0";"0";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;21;513;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;22;582;"L";"1";0;NA;"L";"black";"blue";"parity";1;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;23;533;"A";"1";0;NA;"A";"black";"red";"parity";2;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;24;528,000000000233;"L";"1";0;NA;"L";"black";"red";"parity";1;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;25;613;"L";"1";0;NA;"L";"black";"red";"magnit";4;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;26;488;"L";"1";0;NA;"L";"black";"blue";"magnit";1;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;27;538;"L";"1";0;NA;"L";"black";"red";"magnit";2;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;28;409;"A";"1";0;NA;"A";"black";"red";"magnit";7;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;29;693;"L";"1";0;NA;"L";"black";"red";"magnit";2;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;30;648;"A";"1";0;NA;"A";"black";"red";"magnit";6;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;31;646;"L";"1";0;NA;"L";"black";"blue";"magnit";4;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;32;813;"A";"1";0;NA;"A";"black";"blue";"magnit";9;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;33;798;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;34;1082,00000000023;"L";"1";0;NA;"L";"black";"blue";"magnit";4;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;35;1519;"A";"1";0;NA;"A";"black";"red";"parity";8;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;36;640;"L";"1";0;NA;"L";"black";"blue";"parity";1;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;37;784;"A";"1";0;NA;"A";"black";"blue";"magnit";6;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;38;396;"L";"1";0;NA;"L";"black";"blue";"magnit";3;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;39;694;"A";"1";0;NA;"A";"black";"blue";"parity";6;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;40;816;"A";"1";0;NA;"A";"black";"red";"magnit";9;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;41;455;"A";"1";0;NA;"A";"black";"red";"magnit";8;"0";"0";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;42;557;"A";"1";0;NA;"A";"black";"red";"parity";6;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;43;546;"A";"1";0;NA;"A";"black";"blue";"magnit";9;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;44;682;"A";"1";0;NA;"A";"black";"blue";"parity";8;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;45;450;"L";"1";0;NA;"L";"black";"red";"magnit";4;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;46;500;"A";"1";0;NA;"A";"black";"blue";"magnit";8;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;47;461;"A";"1";0;NA;"A";"black";"red";"magnit";7;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;48;467;"L";"1";0;NA;"L";"black";"blue";"magnit";3;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;49;436;"L";"1";0;NA;"L";"black";"red";"parity";9;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;50;500;"L";"1";0;NA;"L";"black";"red";"magnit";3;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;51;614;"L";"1";1;NA;"A";"black";"blue";"parity";4;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;52;639;"A";"1";0;NA;"A";"black";"red";"magnit";6;"0";"1";"0";"1";1;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;53;1259,00000000023;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;54;605;"A";"1";0;NA;"A";"black";"blue";"magnit";6;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;55;1016;"A";"1";0;NA;"A";"black";"blue";"parity";4;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;56;1002;"L";"1";0;NA;"L";"black";"blue";"parity";9;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;57;553,000000000233;"L";"1";0;NA;"L";"black";"red";"magnit";1;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;58;431;"A";"1";0;NA;"A";"black";"red";"magnit";8;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;59;572;"A";"1";0;NA;"A";"black";"red";"parity";6;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;60;702;"L";"1";0;NA;"L";"black";"blue";"parity";9;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;61;481;"A";"1";0;NA;"A";"black";"blue";"parity";8;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;62;600;"L";"1";0;NA;"L";"black";"blue";"parity";9;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;63;655,000000000233;"L";"1";0;NA;"L";"black";"red";"parity";3;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;64;450;"L";"1";0;NA;"L";"black";"blue";"magnit";4;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;65;553,000000000233;"A";"1";0;NA;"A";"black";"blue";"magnit";6;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;66;574,999999999767;"L";"1";0;NA;"L";"black";"red";"parity";9;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;67;506;"A";"1";0;NA;"A";"black";"red";"magnit";8;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;68;1188;"A";"1";0;NA;"A";"black";"red";"parity";4;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;69;590;"L";"1";0;NA;"L";"black";"red";"magnit";1;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;70;1152;"A";"1";0;NA;"A";"black";"red";"parity";4;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;71;490;"A";"1";0;NA;"A";"black";"blue";"magnit";8;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;72;848,000000000233;"A";"1";0;NA;"A";"black";"red";"magnit";9;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;73;982;"A";"1";1;NA;"L";"black";"red";"magnit";3;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;74;497,999999999767;"A";"1";0;NA;"A";"black";"blue";"magnit";8;"0";"0";"1";"1";1;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;75;1005,99999999977;"L";"1";0;NA;"L";"black";"red";"parity";1;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;76;553,999999999767;"L";"1";0;NA;"L";"black";"blue";"parity";3;"0";"0";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;77;444;"L";"1";0;NA;"L";"black";"blue";"magnit";1;"0";"1";"0";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;78;1025;"A";"1";0;NA;"A";"black";"red";"parity";8;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;79;871;"A";"1";0;NA;"A";"black";"blue";"magnit";9;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;80;1063,00000000023;"L";"1";0;NA;"L";"black";"red";"magnit";1;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;81;669;"A";"1";0;NA;"A";"black";"blue";"parity";4;"0";"1";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;82;461;"L";"1";0;NA;"L";"black";"red";"parity";3;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;83;512;"A";"1";0;NA;"A";"black";"blue";"parity";6;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;84;471;"L";"1";0;NA;"L";"black";"blue";"magnit";2;"0";"1";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;85;689,000000000233;"A";"1";0;NA;"A";"black";"red";"magnit";7;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;86;763;"L";"1";0;NA;"L";"black";"red";"magnit";3;"0";"0";"1";"0";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;87;503;"A";"1";0;NA;"A";"black";"blue";"magnit";7;"0";"0";"1";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
"MH1";"BRAC2_horiAL_1st300";3;88;482;"A";"1";0;NA;"A";"black";"red";"parity";2;"0";"1";"0";"1";0;"0";19;"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German/Russian (bilingual childhood)";"Germany"
